브랜드,모델명,트림,세부트림,연료,차종,연식
포르쉐,718 카이맨,4.0 GTS,,가솔린,소형,2024
미니,쿠퍼,클래식,3세대,가솔린,소형,2023
벤츠,C-클래스 W205,C220 블루텍 아방가르드,,디젤,세단,2015
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2024
BMW,X7 (G07),xDrive 40i M 스포츠 6인승,,가솔린,SUV,2023
벤츠,E-클래스 W213,E350 4MATIC 아방가르드,,가솔린,세단,2022
벤츠,C-클래스 W204,C220 CDI 아방가르드,,디젤,세단,2013
포르쉐,카이엔 (PO536),4.0 터보 쿠페,,가솔린,소형,2023
BMW,X3 (G01),xDrive 30e,,가솔린+전기,SUV,2023
아우디,Q5 (FY),40 TDI 콰트로 프리미엄,,디젤,SUV,2020
포드,익스플로러,3.5 리미티드 4WD,5세대,가솔린,SUV,2013
포르쉐,뉴 카이엔,4.2 S 디젤,958,디젤,SUV,2013
벤츠,E-클래스 W213,E250 익스클루시브,,가솔린,세단,2023
벤츠,E-클래스 W213,E200 아방가르드,,가솔린,세단,2017
포르쉐,카이엔 (PO536),4.0 터보 GT 쿠페,,가솔린,소형,2022
벤츠,E-클래스 W213,E450 4MATIC 익스클루시브,,가솔린,세단,2019
벤츠,C-클래스 W205,C200 아방가르드,,가솔린,세단,2020
BMW,5시리즈 (G30),520i M 스포츠,,가솔린,세단,2022
벤츠,CLA-클래스 C117,CLA45 AMG 4MATIC,,가솔린,세단,2017
미니,쿠퍼 S 컨트리맨 3세대,ALL4 페이버드,,가솔린,소형,2024
벤츠,S-클래스 W223,S450L 4MATIC,,가솔린,세단,2021
포드,익스플로러 6세대,2.3 리미티드 4WD,,가솔린,SUV,2021
BMW,X3 (G01),xDrive 20i,,가솔린,SUV,2023
벤츠,S-클래스 W223,S450L 4MATIC,,가솔린,세단,2023
렉서스,ES350,프리미엄,XV40,가솔린,세단,2010
벤츠,C-클래스 W205,C200 카브리올레,,가솔린,세단,2019
벤츠,E-클래스 W213,E300e 4MATIC 익스클루시브,,가솔린+전기,세단,2020
벤츠,C-클래스 W205,C200 아방가르드,,가솔린,세단,2018
벤츠,E-클래스 W213,E300 아방가르드 인텔리전트 드라이브,,가솔린,세단,2017
벤츠,GLE-클래스 W167,GLE400d 4MATIC 쿠페,,디젤,세단,2023
BMW,6시리즈 GT (G32),620d M 스포츠,,디젤,소형,2019
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2023
미니,쿠퍼,5도어 클래식 플러스,3세대,가솔린,소형,2022
벤츠,A-클래스 W177,A220 세단,,가솔린,세단,2022
폭스바겐,티구안 2세대,2.0 TDI 프리미엄,,디젤,SUV,2020
랜드로버,디스커버리 스포츠,2.0 TD4 SE (150마력),,디젤,SUV,2017
벤츠,GLC-클래스 X253,GLC300 4MATIC 쿠페,,가솔린,세단,2019
아우디,A6 (C8),40 TDI 프리미엄,,디젤,세단,2020
아우디,A5 (F5),45 TFSI 콰트로 스포트백,,가솔린,SUV,2019
포르쉐,718 카이맨,4.0 GT4,,가솔린,소형,2023
랜드로버,레인지로버 4세대,4.4 SDV8 Vogue SE 디젤,,디젤,SUV,2017
벤츠,E-클래스 W213,E53 AMG 4MATIC+ 쿠페,,가솔린,세단,2021
벤츠,AMG GT,4도어 43 4MATIC+,,가솔린,SUV,2021
벤츠,GLE-클래스 W167,GLE450 4MATIC,,가솔린,세단,2024
벤츠,GLE-클래스 W166,GLE350 d 4MATIC,,디젤,세단,2016
벤츠,E-클래스 W213,E300 4MATIC 익스클루시브,,가솔린,세단,2017
도요타,시에나,3.5 AWD,,가솔린,SUV,2015
폭스바겐,뉴 CC,2.0 TDI 블루모션 4모션,,디젤,세단,2014
BMW,5시리즈 (F10),520d M 에어로 다이나믹,,디젤,세단,2016
BMW,X4 (G02),xDrive20i M 스포츠 X 온라인 익스클루시브 에디션,,가솔린,SUV,2021
BMW,5시리즈 (G30),520d M 스포츠 플러스,,디젤,세단,2017
벤츠,GLC-클래스 X253,AMG GLC63 S 4MATIC+ 쿠페,,가솔린,세단,2021
벤츠,E-클래스 W213,E400 4MATIC 쿠페,,가솔린,세단,2017
BMW,i8,쿠페,,가솔린+전기,소형,2016
닛산,엑스트레일,2.5 4WD,,가솔린,SUV,2018
벤츠,E-클래스 W213,E300 AMG Line,,가솔린,세단,2019
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2021
폭스바겐,티구안 2세대,2.0 TDI 프레스티지,,디젤,SUV,2020
미니,쿠퍼 컨트리맨,HIGH,2세대,가솔린,소형,2020
BMW,7시리즈 (G11),730Ld xDrive M 스포츠,,디젤,세단,2017
포르쉐,파나메라 (971),2.9 AWD,,가솔린,SUV,2023
BMW,M3 (E90),M3 쿠페,,가솔린,소형,2013
렉서스,LS500h 5세대,3.5 럭셔리 AWD,,가솔린+전기,SUV,2019
벤츠,E-클래스 W213,E350 4MATIC AMG Line,,가솔린,세단,2019
벤츠,S-클래스 W222,S350L,,가솔린,세단,2019
랜드로버,레인지로버 이보크 2세대,D150 S,,디젤,SUV,2019
벤츠,C-클래스 W205,C200 아방가르드,,가솔린,세단,2016
푸조,408,1.2 Pure Tech GT,,가솔린,소형,2023
포르쉐,뉴 카이엔,3.6 GTS,958,가솔린,SUV,2015
BMW,X7 (G07),xDrive 30d M 스포츠 6인승,,디젤,SUV,2020
렉서스,뉴 ES300h,슈프림,XV60,가솔린+전기,세단,2016
벤츠,E-클래스 W213,E250 익스클루시브,,가솔린,세단,2022
폭스바겐,티구안 2세대,2.0 TDI 프리미엄,,디젤,SUV,2020
랜드로버,레인지로버 이보크 2세대,P250 SE,,가솔린,SUV,2020
벤츠,C-클래스 W205,C200 카브리올레,,가솔린,세단,2019
벤츠,E-클래스 W213,E300e 4MATIC 익스클루시브,,가솔린+전기,세단,2020
벤츠,C-클래스 W205,C200 아방가르드,,가솔린,세단,2018
벤츠,A-클래스 W177,A220 해치백,,가솔린,소형,2019
BMW,5시리즈 (G30),530i M 스포츠 플러스,,가솔린,세단,2017
BMW,X4 (G02),xDrive M40i 온라인 익스클루시브 에디션,,가솔린,SUV,2021
BMW,5시리즈 (G30),530i M 스포츠,,가솔린,세단,2021
벤츠,S-클래스 W222,S63 AMG 4MATIC 쿠페,,가솔린,세단,2017
벤츠,S-클래스 W222,마이바흐 S650,,가솔린,세단,2018
BMW,X5 (G05),xDrive 45e xLine,,가솔린+전기,SUV,2020
포드,익스플로러,2.3 리미티드 4WD,5세대,가솔린,SUV,2017
포드,익스플로러 6세대,2.3 리미티드 4WD,,가솔린,SUV,2021
폭스바겐,티구안 2세대,2.0 TDI 4모션 프레스티지,,디젤,SUV,2020
아우디,A6 (C8),45 TFSI 프리미엄,,가솔린,세단,2022
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2024
폭스바겐,골프 8세대,2.0 TDI 프레스티지,,디젤,세단,2023
벤츠,CLS-클래스 C257,CLS300d AMG Line,,디젤,세단,2019
랜드로버,디스커버리 스포츠 2세대,P250 다이나믹 SE,,가솔린,SUV,2024
BMW,i5 (G60),eDrive 40 M 스포츠 프로,,전기,소형,2024
BMW,3시리즈 (G20),320d 럭셔리,,디젤,세단,2019
BMW,iX3,M 스포츠,,전기,SUV,2022
벤츠,CLS-클래스 C257,CLS450 4MATIC AMG Line,,가솔린,세단,2019
BMW,X7 (G07),xDrive 40i M 스포츠 6인승,,가솔린,SUV,2023
폭스바겐,제타 7세대,1.4 TSI 프리미엄,,가솔린,세단,2021
벤츠,E-클래스 W213,E350 4MATIC 아방가르드,,가솔린,세단,2022
벤츠,CLS-클래스 C257,CLS450 4MATIC,,가솔린,세단,2023
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2024
아우디,뉴 A6,40 TFSI,C7,가솔린,세단,2017
아우디,Q5 (FY),40 TDI 콰트로 프리미엄,,디젤,SUV,2020
벤츠,E-클래스 W213,E250 익스클루시브,,가솔린,세단,2023
미니,쿠퍼,클래식,3세대,가솔린,소형,2023
벤틀리,컨티넨탈 GT 2세대,6.0 GT 스피드,,가솔린,소형,2013
벤츠,E-클래스 W213,E300 아방가르드,,가솔린,세단,2019
BMW,5시리즈 (F10),520d xDrive,,디젤,세단,2013
포드,머스탱,GT 쿠페,,가솔린,소형,2015
BMW,5시리즈 (G30),520d xDrive M 스포츠,,디젤,세단,2017
벤츠,C-클래스 W205,C200,,가솔린,세단,2019
BMW,X4 (G02),xDrive20d M 스포츠,,디젤,SUV,2019
BMW,X3 (G01),xDrive 20d M 스포츠,,디젤,SUV,2023
BMW,X7 (G07),xDrive 40i M 스포츠 6인승,,가솔린,SUV,2022
벤츠,EQS SUV X296,EQS580 4MATIC 런치에디션,,전기,SUV,2023
BMW,X7 (G07),xDrive 40i 디자인 퓨어 엑셀런스 6인승,,가솔린,SUV,2024
폭스바겐,골프 7세대,2.0 GTI,,가솔린,소형,2015
폭스바겐,제타 7세대,1.5 TSI 프레스티지,,가솔린,세단,2023
포르쉐,뉴 카이엔,4.8 GTS,958,가솔린,SUV,2012
벤츠,C-클래스 W205,C200 카브리올레,,가솔린,세단,2017
포드,익스플로러,2.3 리미티드 4WD,5세대,가솔린,SUV,2018
벤츠,S-클래스 W223,S400 d 4MATIC,,디젤,세단,2022
렉서스,뉴 ES300h,이그제큐티브,XV60,가솔린+전기,세단,2017
미니,쿠퍼 D 컨트리맨,ALL4 HIGH,2세대,디젤,소형,2019
폭스바겐,티구안 2세대,2.0 TDI 프리미엄,,디젤,SUV,2020
포르쉐,카이엔 (PO536),3.0 쿠페,,가솔린,소형,2022
폭스바겐,티록,2.0 TDI 스타일,,디젤,세단,2022
테슬라,모델 X,AWD,,전기,SUV,2025
폭스바겐,아테온,2.0 TDI 프레스티지,,디젤,세단,2019
BMW,6시리즈 GT (G32),620d xDrive M 스포츠,,디젤,소형,2023
벤츠,CLS-클래스 C257,CLS450 4MATIC AMG Line,,가솔린,세단,2020
벤츠,E-클래스 W213,E400 4MATIC 쿠페,,가솔린,세단,2017
BMW,i8,쿠페,,가솔린+전기,소형,2016
벤츠,GLC-클래스 X253,AMG GLC63 S 4MATIC+ 쿠페,,가솔린,세단,2021
폭스바겐,티구안 2세대,2.0 TDI 프레스티지,,디젤,SUV,2020
도요타,크라운 크로스오버,2.4 4WD 듀얼 부스트 하이브리드,,가솔린+전기,SUV,2023
폭스바겐,골프 7세대,2.0 TDI 프리미엄,,디젤,세단,2014
렉서스,NX450h+ 2세대,F-Sport,,가솔린+전기,SUV,2023
BMW,X5 (G05),xDrive 40i M 스포츠,,가솔린,SUV,2021
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2021
BMW,5시리즈 (G30),530i xDrive 럭셔리 플러스,,가솔린,세단,2018
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2023
벤츠,C-클래스 W205,C200 아방가르드,,가솔린,세단,2016
벤츠,S-클래스 W222,S560L 4MATIC,,가솔린,세단,2017
벤츠,C-클래스 W205,C63 AMG 쿠페,,가솔린,세단,2017
벤츠,S-클래스 W222,S350 d,,디젤,세단,2017
BMW,4시리즈 (F32),420d 럭셔리 그란쿠페,,디젤,소형,2018
BMW,5시리즈 (G30),520d M 스포츠 플러스,,디젤,세단,2019
마세라티,르반떼,3.0 S AWD 그란루쏘,,가솔린,SUV,2018
벤츠,S-클래스 W222,마이바흐 S500,,가솔린,세단,2015
미니,쿠퍼,5도어 클래식,3세대,가솔린,소형,2023
벤츠,C-클래스 W205,C200 아방가르드,,가솔린,세단,2014
미니,쿠퍼,5도어 기본형,3세대,가솔린,소형,2020
벤츠,S-클래스 W223,마이바흐 S580 4MATIC,,가솔린,세단,2021
벤츠,S-클래스 W221,S350L,,가솔린,세단,2006
랜드로버,디스커버리 4,3.0 SDV6 SE,,디젤,SUV,2013
마세라티,르반떼,3.8 GTS AWD,,가솔린,SUV,2020
랜드로버,레인지로버 4세대,4.4 SDV8 AB 디젤,,디젤,SUV,2020
벤츠,E-클래스 W213,E250 아방가르드,,가솔린,세단,2020
BMW,X5 (G05),xDrive 45e M 스포츠,,가솔린+전기,SUV,2021
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2023
벤츠,GLC-클래스 X253,GLC300 4MATIC AMG Line 쿠페,,가솔린,세단,2019
BMW,5시리즈 (G30),520i 럭셔리,,가솔린,세단,2019
벤츠,S-클래스 W222,S63 AMG 4MATIC 카브리올레,,가솔린,세단,2016
볼보,S90,B6 AWD 인스크립션,,가솔린,SUV,2021
벤츠,S-클래스 W222,S63 AMG 4MATIC,,가솔린,세단,2014
벤츠,C-클래스 W205,C220 d 아방가르드,,디젤,세단,2018
포르쉐,파나메라 (971),3.0 AWD,,가솔린,SUV,2019
벤틀리,컨티넨탈 GT 2세대,4.0 GT,,가솔린,소형,2015
BMW,X5 (E70),xDrive 40d,,디젤,SUV,2011
벤츠,C-클래스 W205,C200,,가솔린,세단,2020
푸조,408,1.2 Pure Tech GT,,가솔린,소형,2023
BMW,X6 (G06),xDrive30d M 스포츠,,디젤,SUV,2022
BMW,X4 (G02),xDrive20i M 스포츠 X 온라인 익스클루시브 에디션,,가솔린,SUV,2021
벤츠,S-클래스 W222,S63 AMG 4MATIC,,가솔린,세단,2014
BMW,7시리즈,728iL,E38,가솔린,세단,2001
벤츠,CLS-클래스 C257,CLS300d AMG Line,,디젤,세단,2019
BMW,5시리즈 (G30),530i M 스포츠 플러스,,가솔린,세단,2017
벤츠,E-클래스 W213,E300 4MATIC 익스클루시브,,가솔린,세단,2019
벤츠,E-클래스 W213,E300 아방가르드,,가솔린,세단,2019
벤츠,GLC-클래스 X253,GLC220 d 4MATIC 쿠페,,디젤,세단,2023
BMW,3시리즈,318i 세단,E46,가솔린,세단,2004
BMW,X5 (F15),xDrive 30d M 스포츠,,디젤,SUV,2018
마세라티,콰트로포르테,S Q4 3.0 V6,,가솔린,SUV,2018
랜드로버,레인지로버 4세대,4.4 SDV8 Vogue SE 디젤,,디젤,SUV,2016
BMW,3시리즈 GT (F34),GT 320d,,디젤,세단,2014
벤츠,E-클래스 W213,E220d 익스클루시브,,디젤,세단,2019
폭스바겐,티구안 2세대,2.0 TDI 프레스티지,,디젤,SUV,2024
포르쉐,카이엔 (PO536),3,,가솔린,SUV,2020
벤츠,CLA-클래스 C117,CLA220 AMG Line,,가솔린,소형,2018
벤츠,GLC-클래스 X253,AMG GLC63 S 4MATIC+ 쿠페,,가솔린,세단,2018
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2024
벤츠,C-클래스 W205,C200,,가솔린,세단,2016
아우디,뉴 A4,2.0 TDI 다이나믹,B8,디젤,세단,2013
BMW,5시리즈 (G30),530e M 스포츠,,가솔린+전기,세단,2021
폭스바겐,티록,2.0 TDI 스타일,,디젤,세단,2022
포드,익스플로러 6세대,2.3 리미티드 4WD,,가솔린,SUV,2021
랜드로버,레인지로버 이보크 2세대,D150 S,,디젤,SUV,2019
벤츠,S-클래스 W222,마이바흐 S650,,가솔린,세단,2018
인피니티,FX30d,3,S51,디젤,SUV,2012
BMW,X3 (G01),xDrive 20d M 스포츠,,디젤,SUV,2023
폭스바겐,제타 7세대,1.5 TSI 프레스티지,,가솔린,세단,2023
포르쉐,뉴 카이엔,4.8 GTS,958,가솔린,SUV,2013
포르쉐,911,카레라 4 GTS 카브리올레,991,가솔린,소형,2018
랜드로버,디스커버리 5,2.0 P300 SE,,가솔린,SUV,2023
BMW,4시리즈 (F32),420d xDrive 스포츠 그란쿠페,,디젤,소형,2016
미니,쿠퍼 D,기본형,3세대,디젤,소형,2017
미니,쿠퍼,5도어 기본형,3세대,가솔린,소형,2020
미니,쿠퍼 D 컨트리맨,기본형,1세대,디젤,소형,2013
벤츠,E-클래스 W213,E300 4MATIC 아방가르드,,가솔린,세단,2019
벤츠,E-클래스 W213,E220d 아방가르드,,디젤,세단,2017
벤츠,E-클래스 W213,E220d 쿠페,,디젤,세단,2019
벤츠,CLS-클래스 C257,CLS400d 4MATIC AMG Line,,디젤,세단,2018
아우디,A7,3.0 TFSI 콰트로 다이나믹,4G,가솔린,SUV,2014
포드,익스플로러 6세대,3.3 하이브리드,,가솔린+전기,SUV,2022
BMW,X1 (U11),sDrive 20i M 스포츠,,가솔린,소형,2023
BMW,Z4 (G29),sDrive20i M 스포츠,,가솔린,소형,2024
아우디,TTS,쿠페 2.0 TFSI 콰트로,8J,가솔린,소형,2010
BMW,X3 (G01),xDrive 20d M 스포츠,,디젤,SUV,2024
푸조,3008 2세대,1.5 BlueHDi GT Line,,디젤,소형,2018
포르쉐,카이엔 (PO536),3.0 쿠페,,가솔린,소형,2022
폭스바겐,티구안 2세대,2.0 TDI 프리미엄,,디젤,SUV,2020
렉서스,뉴 ES300h,이그제큐티브,XV60,가솔린+전기,세단,2017
아우디,A4 (B9),45 TFSI 프리미엄,,가솔린,세단,2016
벤츠,EQS SUV X296,EQS580 4MATIC 런치에디션,,전기,SUV,2023
BMW,X6 (G06),xDrive40i M 스포츠,,가솔린,SUV,2024
벤츠,S-클래스 W222,S350L,,가솔린,세단,2019
BMW,X4 (G02),xDrive20d M 스포츠,,디젤,SUV,2019
벤츠,S-클래스 W223,S400 d 4MATIC,,디젤,세단,2022
포르쉐,파나메라,3.6 AWD,970,가솔린,SUV,2014
아우디,A5 (F5),45 TFSI 콰트로 프리미엄 스포트백,,가솔린,SUV,2019
도요타,크라운 크로스오버,2.4 4WD 듀얼 부스트 하이브리드,,가솔린+전기,SUV,2023
벤츠,S-클래스 W222,마이바흐 S650,,가솔린,세단,2018
벤츠,C-클래스 W205,C200,,가솔린,세단,2020
벤츠,C-클래스 W205,C220 d 아방가르드,,디젤,세단,2018
아우디,A6 (C8),45 TFSI 프리미엄,,가솔린,세단,2022
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2024
볼보,S90,B6 AWD 인스크립션,,가솔린,SUV,2021
벤츠,S-클래스 W222,S63 AMG 4MATIC,,가솔린,세단,2014
미니,쿠퍼 클럽맨,기본형,2세대,가솔린,소형,2016
BMW,i4,eDrive40 M 스포츠,,전기,소형,2022
벤츠,GLB-클래스 X247,GLB250 4MATIC,,가솔린,SUV,2021
BMW,X5 (G05),xDrive 45e M 스포츠,,가솔린+전기,SUV,2021
포르쉐,파나메라 (971),3.0 AWD,,가솔린,SUV,2019
벤츠,E-클래스 W213,E300 익스클루시브,,가솔린,세단,2019
푸조,5008 2세대,1.2 Pure Tech GT,,가솔린,소형,2022
벤츠,E-클래스 W213,E450 4MATIC 카브리올레,,가솔린,세단,2022
벤츠,CLS-클래스 C257,CLS450 4MATIC,,가솔린,세단,2022
BMW,3시리즈 (F30),330i M 스포츠 쉐도우,,가솔린,세단,2018
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2022
포르쉐,뉴 카이엔,3.6,958,가솔린,SUV,2015
렉서스,NX450h+ 2세대,F-Sport,,가솔린+전기,SUV,2023
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2023
포르쉐,뉴 카이엔,3.0 디젤,958,디젤,SUV,2015
BMW,X3 (F25),xDrive 20d,,디젤,SUV,2015
벤츠,S-클래스 W222,S350 d 4MATIC,,디젤,세단,2016
마세라티,콰트로포르테,S Q4 3.0 V6,,가솔린,SUV,2014
볼보,XC60 2세대,T6 인스크립션,,가솔린,세단,2020
BMW,M5 (F90),M5 세단 컴페티션,,가솔린,세단,2021
벤츠,A-클래스 W177,A220 세단,,가솔린,세단,2020
미니,쿠퍼 S 4세대,5도어 페이버드,,가솔린,소형,2024
랜드로버,레인지로버 이보크 2세대,D180 R-다이나믹 SE,,디젤,SUV,2020
벤츠,S-클래스 W222,S350 d,,디젤,세단,2017
BMW,5시리즈 (G30),520d 럭셔리 스페셜 에디션,,디젤,세단,2018
BMW,X3 (G01),xDrive 30e,,가솔린+전기,SUV,2023
BMW,5시리즈 (G30),520d M 스포츠 플러스,,디젤,세단,2018
BMW,X5 (F15),xDrive 40e i퍼포먼스,,가솔린+전기,SUV,2018
미니,쿠퍼 S,클래식,3세대,가솔린,소형,2023
아우디,A6 (C8),45 TFSI 프리미엄,,가솔린,세단,2021
BMW,X5 (G05),xDrive 40i xLine,,가솔린,SUV,2022
벤츠,CLS-클래스 W218,CLS63 AMG,,가솔린,세단,2011
미니,쿠퍼 D 컨트리맨,ALL4,1세대,디젤,소형,2015
마세라티,르반떼,3.0 AWD 그란스포츠,,가솔린,SUV,2021
벤츠,GLC-클래스 X253,GLC220 d 4MATIC 쿠페,,디젤,세단,2023
폭스바겐,티구안 2세대,2.0 TDI 프레스티지,,디젤,SUV,2024
아우디,A5 (F5),45 TFSI 콰트로 프리미엄 스포트백,,가솔린,SUV,2019
벤츠,CLS-클래스 C257,CLS400d 4MATIC AMG Line,,디젤,세단,2018
포드,익스플로러 6세대,3.3 하이브리드,,가솔린+전기,SUV,2022
BMW,X1 (U11),sDrive 20i M 스포츠,,가솔린,소형,2023
포드,익스플로러 6세대,2.3 리미티드 4WD,,가솔린,SUV,2023
BMW,X3 (G01),xDrive 20d M 스포츠,,디젤,SUV,2024
푸조,3008 2세대,1.5 BlueHDi GT Line,,디젤,소형,2018
벤츠,E-클래스 W214,E200 아방가르드,,가솔린,세단,2025
BMW,5시리즈 (G60),530e M 스포츠,,가솔린+전기,세단,2024
벤츠,S-클래스 W223,마이바흐 S580 4MATIC,,가솔린,세단,2021
BMW,3시리즈 (G20),320i 투어링,,가솔린,세단,2023
BMW,3시리즈 (E90),335i 컨버터블,,가솔린,세단,2009
아우디,뉴 A4,30 TDI,B8,디젤,세단,2016
벤츠,S-클래스 W222,S350 d 4MATIC,,디젤,세단,2016
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2024
벤츠,E-클래스 W213,E300 4MATIC 아방가르드,,가솔린,세단,2016
BMW,5시리즈 (G30),530i M 스포츠 플러스,,가솔린,세단,2017
BMW,5시리즈 (G30),523d M 스포츠,,디젤,세단,2021
아우디,Q5 (FY),45 TFSI 콰트로 프리미엄,,가솔린,SUV,2024
지프,랭글러 (JL),2.0 스포츠 4도어 윌리스 에디션,,가솔린,소형,2020
벤츠,G-클래스 W463b,AMG G63 매뉴팩처,,가솔린,소형,2024
벤츠,E-클래스 W213,E250 아방가르드,,가솔린,세단,2019
벤츠,E-클래스 W213,E300e 4MATIC 익스클루시브,,가솔린+전기,세단,2020
랜드로버,레인지로버 스포츠 2세대,3.0 SDV6 HSE 다이나믹,,디젤,SUV,2015
벤츠,E-클래스 W213,E200 아방가르드,,가솔린,세단,2017
BMW,5시리즈 (G60),530i xDrive M 스포츠,,가솔린,세단,2023
벤츠,C-클래스 W205,C200 d,,디젤,세단,2018
BMW,7시리즈 (G11),745Le i퍼포먼스 디자인 퓨어 엑셀런스,,가솔린+전기,세단,2019
벤츠,S-클래스 W221,S350L,,가솔린,세단,2009
벤츠,C-클래스 W205,C220 d 4MATIC 익스클루시브,,디젤,세단,2019
아우디,A7 (4K),50 TDI 콰트로 프리미엄,,디젤,SUV,2020
BMW,5시리즈 (G60),530i xDrive M 스포츠,,가솔린,세단,2024
벤츠,S-클래스 W222,S350 d 4MATIC AMG Line,,디젤,세단,2020
포르쉐,911,카레라 4 GTS 카브리올레,991,가솔린,소형,2018
벤츠,CLA-클래스 C117,CLA220 AMG Line,,가솔린,소형,2018
BMW,5시리즈 (G30),530i M 스포츠,,가솔린,세단,2018
벤츠,S-클래스 W222,S350L,,가솔린,세단,2019
BMW,X5 (G05),xDrive 30d M 스포츠,,디젤,SUV,2024
벤츠,GLC-클래스 X253,AMG GLC63 S 4MATIC+ 쿠페,,가솔린,세단,2018
BMW,X6 (G06),xDrive40i M 스포츠,,가솔린,SUV,2024
BMW,X4 (G02),xDrive20i M 스포츠,,가솔린,SUV,2022
BMW,X4 (G02),xDrive20d M 스포츠,,디젤,SUV,2019
랜드로버,레인지로버 4세대,4.4 SDV8 Vogue SE 디젤,,디젤,SUV,2016
벤츠,E-클래스 W213,E300 4MATIC 익스클루시브,,가솔린,세단,2019
링컨,노틸러스 1세대,2.7 202A AWD,,가솔린,SUV,2022
벤츠,E-클래스 W213,E220d 쿠페,,디젤,세단,2019
마세라티,르반떼,3.0 AWD 그란스포츠,,가솔린,SUV,2021
캐딜락,에스컬레이드,6.2 ESV,4세대,가솔린,소형,2017
BMW,3시리즈 (G20),330i M 스포츠,,가솔린,세단,2019
벤츠,EQS V297,EQS53 AMG 4MATIC+,,전기,SUV,2022
벤츠,GLC-클래스 X253,GLC300 4MATIC,,가솔린,세단,2019
벤츠,CLS-클래스 C257,CLS300d AMG Line,,디젤,세단,2020
아우디,뉴 A4,30 TDI 리미티드 에디션,B8,디젤,세단,2016
